Abstract,Author,Document Title,PDF Link,Year
"in this extended analysis using the zeus detector at hera, the.photoproduction of isolated photons together with a jet is measured for.different ranges of the fractional photon energy, $x_\gamma^{\mathrm{meas}}$,.contributing to the photon-jet final state. cross sections are evaluated in the.photon transverse-energy and pseudorapidity ranges $6 < e_t^{\gamma} < 15$ gev.and $-0.7 < \eta^{\gamma} < 0.9$, and for jet transverse-energy and.pseudorapidity ranges $4 < e_t^{\rm jet} < 35$ gev and $-1.5 < \eta^{\rm jet} <.1.8$, for an integrated luminosity of 374 $\mathrm{pb}^{-1}$. the kinematic.observables studied comprise the transverse energy and pseudorapidity of the.photon and the jet, the azimuthal difference between them, the fraction of.proton energy taking part in the interaction, and the difference between the.pseudorapidities of the photon and the jet. higher-order theoretical.calculations are compared to the results.","[' zeus collaboration', 'h. abramowicz', 'i. abt', 'l. adamczyk', 'm. adamus', 'r. aggarwal', 's. antonelli', 'o. arslan', 'v. aushev', 'y. aushev', 'o. bachynska', 'a. n. barakbaev', 'n. bartosik', 'o. behnke', 'j. behr', 'u. behrens', 'a. bertolin', 's. bhadra', 'i. bloch', 'v. bokhonov', 'e. g. boos', 'k. borras', 'i. brock', 'r. brugnera', 'a. bruni', 'b. brzozowska', 'p. j. bussey', 'a. caldwell', 'm. capua', 'c. d. catterall', 'j. chwastowski', 'j. ciborowski', 'r. ciesielski', 'a. m. cooper-sarkar', 'm. corradi', 'f. corriveau', ""g. d'agostini"", 'r. k. dementiev', 'r. c. e. devenish', 'g. dolinska', 'v. drugakov', 's. dusini', 'j. ferrando', 'j. figiel', 'b. foster', 'g. gach', 'a. garfagnini', 'a. geiser', 'a. gizhko', 'l. k. gladilin', 'o. gogota', 'yu. a. golubkov', 'j. grebenyuk', 'i. gregor', 'g. grzelak', 'o. gueta', 'm. guzik', 'w. hain', 'g. hartner', 'd. hochman', 'r. hori', 'z. a. ibrahim', 'y. iga', 'm. ishitsuka', 'a. iudin', 'f. januschek', 'i. kadenko', 's. kananov', 't. kanno', 'u. karshon', 'm. kaur', 'p. kaur', 'l. a. khein', 'd. kisielewska', 'r. klanner', 'u. klein', 'n. kondrashova', 'o. kononenko', 'ie. korol', 'i. a. korzhavina', 'a. kotanski', 'u. kotz', 'n. kovalchuk', 'h. kowalski', 'o. kuprash', 'm. kuze', 'b. b. levchenko', 'a. levy', 'v. libov', 's. limentani', 'm. lisovyi', 'e. lobodzinska', 'w. lohmann', 'b. lohr', 'e. lohrmann', 'a. longhin', 'd. lontkovskyi', 'o. yu. lukina', 'j. maeda', 'i. makarenko', 'j. malka', 'j. f. martin', 's. mergelmeyer', 'f. mohamad idris', 'k. mujkic', 'v. myronenko', 'k. nagano', 'a. nigro', 't. nobe', 'd. notz', 'r. j. nowak', 'k. olkiewicz', 'yu. onishchuk', 'e. paul', 'w. perlanski', 'h. perrey', 'n. s. pokrovskiy', 'a. s. proskuryakov', 'm. przybycien', 'a. raval', 'p. roloff', 'i. rubinsky', 'm. ruspa', 'v. samojlov', 'd. h. saxon', 'm. schioppa', 'w. b. schmidke', 'u. schneekloth', 't. schorner-sadenius', 'j. schwartz', 'l. m. shcheglova', 'r. shevchenko', 'o. shkola', 'i. singh', 'i. o. skillicorn', 'w. slominski', 'v. sola', 'a. solano', 'a. spiridonov', 'l. stanco', 'n. stefaniuk', 'a. stern', 't. p. stewart', 'p. stopa', 'j. sztuk-dambietz', 'd. szuba', 'j. szuba', 'e. tassi', 't. temiraliev', 'k. tokushuku', 'j. tomaszewska', 'a. trofymov', 'v. trusov', 't. tsurugai', 'm. turcato', 'o. turkot', 't. tymieniecka', 'a. verbytskyi', 'o. viazlo', 'r. walczak', 'w. a. t. wan abdullah', 'k. wichmann', 'm. wing', 'g. wolf', 's. yamada', 'y. yamazaki', 'n. zakharchuk', 'a. f. zarnecki', 'l. zawiejski', 'o. zenaiev', 'b. o. zhautykov', 'n. zhmak', 'd. s. zotkin']",further studies of the photoproduction of isolated photons with a jet at.  hera,http://arxiv.org/abs/1405.7127v2,2014
"we show that in order to minimize the uncertainties in the n and o abundances.of low mass, low metallicity (o/h less than or equal to solar/5) emission-line.galaxies, it is necessary to employ separate parameterizations for inferring.te[n ii] and te[o ii] from te[o iii]. in addition, we show that for the above.systems, the ionization correction factor (icf) for obtaining n/o from n+/o+,.where the latter is derived from optical emission-line flux ratios, is < icf >.= 1.08 +/- 0.09. these findings are based on state-of-the-art single-star h ii.region simulations, employing our own modeled stellar spectra as input. our.models offer the advantage of having matching stellar and nebular abundances..in addition, they have o/h as low as solar/50 (lower than any past work), as.well as log(n/o) and log(c/o) fixed at characteristic values of -1.46 and -0.7,.respectively. the above results were used to re-derive n and o abundances for a.sample of 68 systems with 12 + log(o/h) less than or equal to 8.1, whose.de-reddened emission-line strengths were collected from the literature. the.analysis of the log(n/o) versus 12 + log(o/h) diagram of the above systems.shows the following: (1) the largest group of objects forms the well-known n/o.plateau with a value for the mean (and its statistical error) of -1.43.(+.0084/-.0085); (2) the objects are distributed within a range in log(n/o) of.-1.54 to -1.27 in gaussian fashion around the mean with a standard deviation of.sigma = +.071 / -.084; and (3) a chi-square analysis suggests that only a small.amount of the observed scatter in log(n/o) is intrinsic.","['a. nava', 'd. casebeer', 'r. b. c. henry', 'd. jevremovic']",on the determination of n and o abundances in low metallicity systems,http://arxiv.org/abs/astro-ph/0603654v1,2006
"we introduce the first grammar-compressed representation of a sequence that.supports searches in time that depends only logarithmically on the size of the.grammar. given a text $t[1..u]$ that is represented by a (context-free) grammar.of $n$ (terminal and nonterminal) symbols and size $n$ (measured as the sum of.the lengths of the right hands of the rules), a basic grammar-based.representation of $t$ takes $n\lg n$ bits of space. our representation requires.$2n\lg n + n\lg u + \epsilon\, n\lg n + o(n\lg n)$ bits of space, for any.$0<\epsilon \le 1$. it can find the positions of the $occ$ occurrences of a.pattern of length $m$ in $t$ in $o((m^2/\epsilon)\lg (\frac{\lg u}{\lg n}).+occ\lg n)$ time, and extract any substring of length $\ell$ of $t$ in time.$o(\ell+h\lg(n/h))$, where $h$ is the height of the grammar tree.","['francisco claude', 'gonzalo navarro']",improved grammar-based compressed indexes,http://arxiv.org/abs/1110.4493v1,2011
"we analyze the general version of the classic guessing game mastermind with.$n$ positions and $k$ colors. since the case $k \le n^{1-\varepsilon}$,.$\varepsilon>0$ a constant, is well understood, we concentrate on larger.numbers of colors. for the most prominent case $k = n$, our results imply that.codebreaker can find the secret code with $o(n \log \log n)$ guesses. this.bound is valid also when only black answer-pegs are used. it improves the $o(n.\log n)$ bound first proven by chv\'atal (combinatorica 3 (1983), 325--329). we.also show that if both black and white answer-pegs are used, then the $o(n.\log\log n)$ bound holds for up to $n^2 \log\log n$ colors. these bounds are.almost tight as the known lower bound of $\omega(n)$ shows. unlike for $k \le.n^{1-\varepsilon}$, simply guessing at random until the secret code is.determined is not sufficient. in fact, we show that an optimal non-adaptive.strategy (deterministic or randomized) needs $\theta(n \log n)$ guesses.","['benjamin doerr', 'carola doerr', 'reto spöhel', 'henning thomas']",playing mastermind with many colors,http://arxiv.org/abs/1207.0773v2,2013
"let $f(n)$ be a function and $l$ be a graph. denote by $rt(n,l,f(n))$ the.maximum number of edges of an $l$-free graph on $n$ vertices with independence.number less than $f(n)$. erd\h os and s\'os asked if $rt\left(n, k_5,.c\sqrt{n}\right) = o(n^2)$ for some constant $c$. we answer this question by.proving the stronger $rt\left(n, k_5, o\left(\sqrt{n\log n}\right)\right) =.o(n^2)$. it is known that $rt \left(n, k_5, c \sqrt{n\log n} \right) =.n^2/4+o(n^2)$ for $c>1$, so one can say that $k_5$ has a ramsey-tur\'an phase.transition at $c\sqrt{n\log n}$. we extend this result to several other $k_s$'s.and functions $f(n)$, determining many more phase transitions. we shall.formulate several open problems, in particular, whether variants of the.bollob\'as-erd\h os graph exist to give good lower bounds on $rt\left(n, k_s,.f(n)\right)$ for various pairs of $s$ and $f(n)$. among others, we use.szemer\'edi's regularity lemma and the hypergraph dependent random choice.lemma. we also present a short proof of the fact that $k_s$-free graphs with.small independence number are sparse.","['józsef balogh', 'ping hu', 'miklós simonovits']",phase transitions in the ramsey-turán theory,http://arxiv.org/abs/1304.1036v2,2015
"we describe the component sizes in critical independent p-bond percolation on.a random d-regular graph on n vertices, where d \geq 3 is fixed and n grows. we.prove mean-field behavior around the critical probability p_c=1/(d-1)..  in particular, we show that there is a scaling window of width n^{-1/3}.around p_c in which the sizes of the largest components are roughly n^{2/3} and.we describe their limiting joint distribution. we also show that for the.subcritical regime, i.e. p = (1-eps(n))p_c where eps(n)=o(1) but \eps(n)n^{1/3}.tends to infinity, the sizes of the largest components are concentrated around.an explicit function of n and eps(n) which is of order o(n^{2/3}). in the.supercritical regime, i.e. p = (1+\eps(n))p_c where eps(n)=o(1) but.eps(n)n^{1/3} tends to infinity, the size of the largest component is.concentrated around the value (2d/(d-2))\eps(n)n and a duality principle holds:.other component sizes are distributed as in the subcritical regime.","['asaf nachmias', 'yuval peres']",critical percolation on random regular graphs,http://arxiv.org/abs/0707.2839v2,2007
"a classical result of koml\'os, s\'ark\""ozy and szemer\'edi states that every.$n$-vertex graph with minimum degree at least $(1/2+ o(1))n$ contains every.$n$-vertex tree with maximum degree $o(n/\log{n})$ as a subgraph, and the.bounds on the degree conditions are sharp. on the other hand, krivelevich, kwan.and sudakov recently proved that for every $n$-vertex graph $g_\alpha$ with.minimum degree at least $\alpha n$ for any fixed $\alpha >0$ and every.$n$-vertex tree $t$ with bounded maximum degree, one can still find a copy of.$t$ in $g_\alpha$ with high probability after adding $o(n)$ randomly-chosen.edges to $g_\alpha$. we extend their results to trees with unbounded maximum.degree. more precisely, for a given $n^{o(1)}\leq \delta\leq cn/\log n$ and.$\alpha>0$, we determine the precise number (up to a constant factor) of random.edges that we need to add to an arbitrary $n$-vertex graph $g_\alpha$ with.minimum degree $\alpha n$ in order to guarantee a copy of any fixed $n$-vertex.tree $t$ with maximum degree at most~$\delta$ with high probability.","['felix joos', 'jaehoon kim']",spanning trees in randomly perturbed graphs,http://arxiv.org/abs/1803.04958v1,2018
"observations obtained with the far ultraviolet spectroscopic explorer (fuse).have been used to determine the column densities of d i, o i, and n i along.seven sight lines that probe the local interstellar medium (lism) at distances.from 37 pc to 179 pc. five of the sight lines are within the local bubble and.two penetrate the surrounding h i wall. reliable values of n(h i) were.determined for five of the sight lines from hst data, iue data, and published.euve measurements. the weighted mean of d i/h i for these five sight lines is.(1.52 +/- 0.08) x10-5 (1 sigma uncertainty in the mean). it is likely that the.d i/h i ratio in the local bubble has a single value. the d i/o i ratio for the.five sight lines within the local bubble is (3.76 +/- 0.20) x10-2. it is likely.that the o i column densities can serve as a proxy for h i in the local bubble..the weighted mean for o i/h i for the seven fuse sight lines is (3.03 +/-0.21).x10-4, comparable to the weighted mean (3.43 +/- 0.15) x10-4 reported for 13.sight lines probing larger distances and higher column densities (meyer et al..1998, meyer 2001). the fuse weighted mean of n i/h i for the five sight lines.is half that reported by meyer et al. (1997) for seven sight lines with larger.distances and higher column densities. this result combined with the.variability of o i/n i (six sight lines) indicates that at the low column.densities found in the lism, nitrogen ionization balance is important. thus,.unlike o i, n i cannot be used as a proxy for h i or as a metallicity indicator.in the lism..  subject headings: cosmology: observations- ism: abundances- ism: evolution -.galaxy:abundances-ultraviolet:ism","['h. w. moos', 'k. r. sembach', 'a. vidal-madjar', 'd. g. york', 's. d. friedman', 'g. hebrard', 'j. w. kruk', 'n. lehner', 'm. lemoine', 'g. sonneborn', 'b. e. wood', 't. b. ake', 'm. andre', 'w. p. blair', 'p. chayer', 'c. gry', 'a. k. dupree', 'r. ferlet', 'p. d. feldman', 'j. c. green', 'j. c. howk', 'j. b. hutchings', 'e. b. jenkins', 'j. l. linsky', 'e. m. murphy', 'w. r. oegerle', 'c. oliveira', 'k. roth', 'd. j. sahnow', 'b. d. savage', 'j. m. shull', 't. m. tripp', 'e. j. weiler', 'b. y. welsh', 'e. wilkinson', 'b. e. woodgate']","abundances of deuterium, oxygen, and nitrogen in the local interstellar.  medium: overview of first results from the far ultraviolet spectroscopic.  explorer mission",http://arxiv.org/abs/astro-ph/0112519v1,2001
"let $r$ be any associative ring with $1$, $n\ge 3$, and let $a,b$ be.two-sided ideals of $r$. in our previous joint works with roozbeh hazrat.[17,15] we have found a generating set for the mixed commutator subgroup.$[e(n,r,a),e(n,r,b)]$. later in [29,34] we noticed that our previous results.can be drastically improved and that $[e(n,r,a),e(n,r,b)]$ is generated by 1).the elementary conjugates $z_{ij}(ab,c)=t_{ij}(c)t_{ji}(ab)t_{ij}(-c)$ and.$z_{ij}(ba,c)$, 2) the elementary commutators $[t_{ij}(a),t_{ji}(b)]$, where.$1\le i\neq j\le n$, $a\in a$, $b\in b$, $c\in r$. later in [33,35] we noticed.that for the second type of generators, it even suffices to fix one pair of.indices $(i,j)$. here we improve the above result in yet another completely.unexpected direction and prove that $[e(n,r,a),e(n,r,b)]$ is generated by the.elementary commutators $[t_{ij}(a),t_{hk}(b)]$ alone, where $1\le i\neq j\le.n$, $1\le h\neq k\le n$, $a\in a$, $b\in b$. this allows us to revise the.technology of relative localisation, and, in particular, to give very short.proofs for a number of recent results, such as the generation of partially.relativised elementary groups $e(n,a)^{e(n,b)}$, %% normality of $e(n,ab+ba)$.inside $[e(n,r,a),e(n,r,b)]$, multiple commutator formulas, commutator width,.and the like.","['nikolai vavilov', 'zuhong zhang']",commutators of elementary subgroups: curiouser and curiouser,http://arxiv.org/abs/2004.12870v1,2020
"the girth of a graph is the length of its shortest cycle. we give an.algorithm that computes in o(n(log n)^3) time and o(n) space the (weighted).girth of an n-vertex planar digraph with arbitrary real edge weights. this is.an improvement of a previous time bound of o(n^(3/2)), a bound which was only.valid for non-negative edge-weights. our algorithm can be modified to output a.shortest cycle within the same time and space bounds if such a cycle exists.",['christian wulff-nilsen'],girth of a planar digraph with real edge weights in o(n(log n)^3) time,http://arxiv.org/abs/0908.0697v1,2009
"given a set $p$ of $n$ points on $\mathbb r^{2}$, we address the problem of.computing an axis-parallel empty rectangular annulus $a$ of maximum-width such.that no point of $p$ lies inside $a$ but all points of $p$ must lie inside,.outside and on the boundaries of two parallel rectangles forming the annulus.$a$. we propose an $o(n^3)$ time and $o(n)$ space algorithm to solve the.problem. in a particular case when the inner rectangle of an axis-parallel.empty rectangular annulus reduces to an input point we can solve the problem in.$o(n \log n)$ time and $o(n)$ space.","['arpita baral', 'abhilash gondane', 'sanjib sadhu', 'priya ranjan sinha mahapatra']",maximum-width axis-parallel empty rectangular annulus,http://arxiv.org/abs/1712.00375v1,2017
"we consider the problem of testing distribution identity. given a sequence of.independent samples from an unknown distribution on a domain of size n, the.goal is to check if the unknown distribution approximately equals a known.distribution on the same domain. while batu, fortnow, fischer, kumar,.rubinfeld, and white (focs 2001) proved that the sample complexity of the.problem is o~(sqrt(n) * poly(1/epsilon)), the running time of their tester is.much higher: o(n) + o~(sqrt(n) * poly(1/epsilon)). we modify their tester to.achieve a running time of o~(sqrt(n) * poly(1/epsilon)).",['krzysztof onak'],testing distribution identity efficiently,http://arxiv.org/abs/0910.3243v1,2009
"we show that simple random walks on (non-trivial) relatively hyperbolic.groups stay $o(\log(n))$-close to geodesics, where $n$ is the number of steps.of the walk. using similar techniques we show that simple random walks in.mapping class groups stay $o(\sqrt{n\log(n)})$-close to geodesics and hierarchy.paths. along the way, we also prove a refinement of the result that mapping.class groups have quadratic divergence..  an application of our theorem for relatively hyperbolic groups is that random.triangles in non-trivial relatively hyperbolic groups are $o(\log(n))$-thin,.random points have $o(\log(n))$-small gromov product and that in many cases the.average dehn function is subasymptotic to the dehn function.",['alessandro sisto'],tracking rates of random walks,http://arxiv.org/abs/1305.5472v1,2013
